year,county,dem,rep,dem_v,dem_s,rep_v,rep_s
2020,39069,Joseph R. Biden, Jr.,Donald J. Trump,4062,27.47%,10479,70.86%
2020,39071,Joseph R. Biden, Jr.,Donald J. Trump,3799,19.31%,15678,79.68%
2020,39073,Joseph R. Biden, Jr.,Donald J. Trump,3880,28.00%,9737,70.28%
2020,39075,Joseph R. Biden, Jr.,Donald J. Trump,1994,15.36%,10796,83.19%
2020,39077,Joseph R. Biden, Jr.,Donald J. Trump,7759,28.49%,18956,69.59%
2020,39079,Joseph R. Biden, Jr.,Donald J. Trump,3311,22.36%,11309,76.36%
2020,39081,Joseph R. Biden, Jr.,Donald J. Trump,10018,29.98%,22828,68.30%
2020,39083,Joseph R. Biden, Jr.,Donald J. Trump,8589,27.30%,22340,71.01%
2020,39085,Joseph R. Biden, Jr.,Donald J. Trump,55514,42.45%,73278,56.03%
2020,39087,Joseph R. Biden, Jr.,Donald J. Trump,7489,26.58%,20306,72.06%
2020,39089,Joseph R. Biden, Jr.,Donald J. Trump,33055,35.02%,59514,63.05%
2020,39091,Joseph R. Biden, Jr.,Donald J. Trump,5055,21.59%,17964,76.74%
2020,39093,Joseph R. Biden, Jr.,Donald J. Trump,75667,47.96%,79520,50.40%
2020,39095,Joseph R. Biden, Jr.,Donald J. Trump,115411,57.39%,81763,40.66%
2020,39097,Joseph R. Biden, Jr.,Donald J. Trump,5698,28.65%,13835,69.57%
2020,39099,Joseph R. Biden, Jr.,Donald J. Trump,57641,48.36%,59903,50.26%
2020,39101,Joseph R. Biden, Jr.,Donald J. Trump,8269,29.67%,19023,68.25%
2020,39103,Joseph R. Biden, Jr.,Donald J. Trump,39800,37.53%,64598,60.92%
2020,39105,Joseph R. Biden, Jr.,Donald J. Trump,2492,22.72%,8316,75.83%
2020,39107,Joseph R. Biden, Jr.,Donald J. Trump,4030,16.94%,19452,81.79%
2020,39109,Joseph R. Biden, Jr.,Donald J. Trump,15663,26.97%,41371,71.23%
2020,39111,Joseph R. Biden, Jr.,Donald J. Trump,1605,22.42%,5463,76.31%
2020,39113,Joseph R. Biden, Jr.,Donald J. Trump,135064,50.18%,129034,47.94%
2020,39115,Joseph R. Biden, Jr.,Donald J. Trump,1725,25.16%,5041,73.53%
2020,39117,Joseph R. Biden, Jr.,Donald J. Trump,4048,21.92%,14077,76.22%
2020,39119,Joseph R. Biden, Jr.,Donald J. Trump,11971,29.58%,27867,68.86%
2020,39121,Joseph R. Biden, Jr.,Donald J. Trump,1170,18.43%,5135,80.89%
2020,39123,Joseph R. Biden, Jr.,Donald J. Trump,9008,37.46%,14628,60.83%
2020,39125,Joseph R. Biden, Jr.,Donald J. Trump,2213,23.33%,7086,74.72%
2020,39127,Joseph R. Biden, Jr.,Donald J. Trump,4098,24.57%,12357,74.10%
2020,39129,Joseph R. Biden, Jr.,Donald J. Trump,7304,25.80%,20593,72.73%
2020,39131,Joseph R. Biden, Jr.,Donald J. Trump,3110,25.03%,9157,73.70%
2020,39133,Joseph R. Biden, Jr.,Donald J. Trump,35661,42.95%,45990,55.39%
2020,39135,Joseph R. Biden, Jr.,Donald J. Trump,4493,20.57%,17022,77.94%
2020,39137,Joseph R. Biden, Jr.,Donald J. Trump,3195,16.02%,16412,82.28%
2020,39139,Joseph R. Biden, Jr.,Donald J. Trump,17640,29.41%,41472,69.15%
2020,39141,Joseph R. Biden, Jr.,Donald J. Trump,10557,31.64%,22278,66.77%
2020,39143,Joseph R. Biden, Jr.,Donald J. Trump,10596,35.17%,18896,62.72%
2020,39145,Joseph R. Biden, Jr.,Donald J. Trump,9080,28.33%,22609,70.54%
2020,39147,Joseph R. Biden, Jr.,Donald J. Trump,8266,31.98%,17086,66.10%
2020,39149,Joseph R. Biden, Jr.,Donald J. Trump,4465,17.65%,20422,80.74%
2020,39151,Joseph R. Biden, Jr.,Donald J. Trump,75904,39.93%,111097,58.44%
2020,39153,Joseph R. Biden, Jr.,Donald J. Trump,151668,53.92%,124833,44.38%
2020,39155,Joseph R. Biden, Jr.,Donald J. Trump,44519,44.01%,55194,54.57%
2020,39157,Joseph R. Biden, Jr.,Donald J. Trump,12889,29.24%,30458,69.09%
2020,39159,Joseph R. Biden, Jr.,Donald J. Trump,11141,33.22%,21669,64.62%
2020,39161,Joseph R. Biden, Jr.,Donald J. Trump,3067,20.45%,11650,77.70%
2020,39163,Joseph R. Biden, Jr.,Donald J. Trump,1331,22.04%,4632,76.71%
2020,39165,Joseph R. Biden, Jr.,Donald J. Trump,46069,33.76%,87988,64.49%
2020,39167,Joseph R. Biden, Jr.,Donald J. Trump,9243,28.81%,22307,69.53%
2020,39169,Joseph R. Biden, Jr.,Donald J. Trump,16660,30.69%,36759,67.72%
2020,39171,Joseph R. Biden, Jr.,Donald J. Trump,4842,25.96%,13452,72.12%
2020,39173,Joseph R. Biden, Jr.,Donald J. Trump,30617,45.29%,35757,52.89%
2020,39175,Joseph R. Biden, Jr.,Donald J. Trump,2733,23.97%,8462,74.21%
2020,40001,Joseph R. Biden, Jr.,Donald J. Trump,1387,19.51%,5585,78.57%
2020,40003,Joseph R. Biden, Jr.,Donald J. Trump,232,10.26%,1978,87.44%
2020,40005,Joseph R. Biden, Jr.,Donald J. Trump,765,14.20%,4557,84.56%
2020,40007,Joseph R. Biden, Jr.,Donald J. Trump,190,8.72%,1968,90.36%
2020,40009,Joseph R. Biden, Jr.,Donald J. Trump,1048,13.19%,6767,85.14%
2020,40011,Joseph R. Biden, Jr.,Donald J. Trump,688,17.64%,3136,80.39%
2020,40013,Joseph R. Biden, Jr.,Donald J. Trump,3323,20.80%,12344,77.27%
2020,40015,Joseph R. Biden, Jr.,Donald J. Trump,2670,27.08%,7013,71.13%
2020,40017,Joseph R. Biden, Jr.,Donald J. Trump,16742,27.03%,43550,70.31%
2020,40019,Joseph R. Biden, Jr.,Donald J. Trump,4470,22.95%,14699,75.46%
2020,40021,Joseph R. Biden, Jr.,Donald J. Trump,6027,34.02%,11223,63.36%
2020,40023,Joseph R. Biden, Jr.,Donald J. Trump,1082,18.55%,4698,80.56%
2020,40025,Joseph R. Biden, Jr.,Donald J. Trump,70,6.64%,970,92.03%
2020,40027,Joseph R. Biden, Jr.,Donald J. Trump,49827,41.60%,66677,55.67%
2020,40029,Joseph R. Biden, Jr.,Donald J. Trump,374,14.82%,2091,82.84%
2020,40031,Joseph R. Biden, Jr.,Donald J. Trump,13747,38.58%,20905,58.67%
2020,40033,Joseph R. Biden, Jr.,Donald J. Trump,393,15.28%,2117,82.31%
2020,40035,Joseph R. Biden, Jr.,Donald J. Trump,1217,20.18%,4686,77.69%
2020,40037,Joseph R. Biden, Jr.,Donald J. Trump,6577,21.56%,23294,76.36%
2020,40039,Joseph R. Biden, Jr.,Donald J. Trump,2369,22.16%,8060,75.39%
2020,40041,Joseph R. Biden, Jr.,Donald J. Trump,3472,20.13%,13557,78.61%
2020,40043,Joseph R. Biden, Jr.,Donald J. Trump,214,9.07%,2124,90.04%
2020,40045,Joseph R. Biden, Jr.,Donald J. Trump,162,8.65%,1688,90.12%
2020,40047,Joseph R. Biden, Jr.,Donald J. Trump,4919,21.93%,16970,75.66%
2020,40049,Joseph R. Biden, Jr.,Donald J. Trump,1865,17.08%,8878,81.29%
2020,40051,Joseph R. Biden, Jr.,Donald J. Trump,4144,17.94%,18538,80.25%
2020,40053,Joseph R. Biden, Jr.,Donald J. Trump,280,12.58%,1916,86.07%
2020,40055,Joseph R. Biden, Jr.,Donald J. Trump,328,16.62%,1605,81.35%
2020,40057,Joseph R. Biden, Jr.,Donald J. Trump,177,18.97%,747,80.06%
2020,40059,Joseph R. Biden, Jr.,Donald J. Trump,136,9.15%,1327,89.24%
2020,40061,Joseph R. Biden, Jr.,Donald J. Trump,783,15.62%,4165,83.07%
2020,40063,Joseph R. Biden, Jr.,Donald J. Trump,919,18.92%,3875,79.78%
2020,40065,Joseph R. Biden, Jr.,Donald J. Trump,1646,20.02%,6392,77.75%
2020,40067,Joseph R. Biden, Jr.,Donald J. Trump,319,13.38%,2026,84.95%
2020,40069,Joseph R. Biden, Jr.,Donald J. Trump,738,17.36%,3441,80.95%
2020,40071,Joseph R. Biden, Jr.,Donald J. Trump,4040,23.42%,12834,74.40%
2020,40073,Joseph R. Biden, Jr.,Donald J. Trump,854,13.21%,5521,85.40%
2020,40075,Joseph R. Biden, Jr.,Donald J. Trump,699,20.40%,2673,78.00%
2020,40077,Joseph R. Biden, Jr.,Donald J. Trump,762,17.93%,3437,80.89%
2020,40079,Joseph R. Biden, Jr.,Donald J. Trump,3299,17.54%,15213,80.90%
2020,40081,Joseph R. Biden, Jr.,Donald J. Trump,2609,17.52%,12013,80.69%
2020,40083,Joseph R. Biden, Jr.,Donald J. Trump,5455,25.29%,15608,72.35%
2020,40085,Joseph R. Biden, Jr.,Donald J. Trump,711,17.44%,3305,81.08%
2020,40087,Joseph R. Biden, Jr.,Donald J. Trump,3582,18.62%,15295,79.51%
2020,40089,Joseph R. Biden, Jr.,Donald J. Trump,1858,16.20%,9485,82.72%
2020,40091,Joseph R. Biden, Jr.,Donald J. Trump,2031,24.37%,6172,74.05%
2020,40093,Joseph R. Biden, Jr.,Donald J. Trump,320,9.23%,3084,88.95%
2020,40095,Joseph R. Biden, Jr.,Donald J. Trump,1100,18.14%,4891,80.66%
2020,40097,Joseph R. Biden, Jr.,Donald J. Trump,3581,21.54%,12749,76.68%
2020,40099,Joseph R. Biden, Jr.,Donald J. Trump,1156,19.61%,4612,78.25%
2020,40101,Joseph R. Biden, Jr.,Donald J. Trump,8027,32.00%,16526,65.89%
2020,40103,Joseph R. Biden, Jr.,Donald J. Trump,1003,20.31%,3821,77.38%
2020,40105,Joseph R. Biden, Jr.,Donald J. Trump,712,16.21%,3610,82.21%
2020,40107,Joseph R. Biden, Jr.,Donald J. Trump,896,22.19%,3058,75.73%
2020,40109,Joseph R. Biden, Jr.,Donald J. Trump,141724,48.08%,145050,49.21%
2020,40111,Joseph R. Biden, Jr.,Donald J. Trump,4357,30.44%,9668,67.55%
2020,40113,Joseph R. Biden, Jr.,Donald J. Trump,6002,29.22%,14121,68.76%
2020,40115,Joseph R. Biden, Jr.,Donald J. Trump,2686,23.48%,8545,74.71%
2020,40117,Joseph R. Biden, Jr.,Donald J. Trump,1363,20.09%,5267,77.62%
2020,40119,Joseph R. Biden, Jr.,Donald J. Trump,10904,36.78%,17813,60.09%
2020,40121,Joseph R. Biden, Jr.,Donald J. Trump,3768,21.02%,13851,77.28%
2020,40123,Joseph R. Biden, Jr.,Donald J. Trump,4117,26.87%,10805,70.53%
2020,40125,Joseph R. Biden, Jr.,Donald J. Trump,7275,25.81%,20240,71.81%
2020,40127,Joseph R. Biden, Jr.,Donald J. Trump,668,14.10%,4016,84.74%
2020,40129,Joseph R. Biden, Jr.,Donald J. Trump,168,9.16%,1629,88.82%
2020,40131,Joseph R. Biden, Jr.,Donald J. Trump,9589,21.52%,34031,76.38%
2020,40133,Joseph R. Biden, Jr.,Donald J. Trump,2150,25.79%,6011,72.10%
2020,40135,Joseph R. Biden, Jr.,Donald J. Trump,3035,19.73%,12113,78.73%
2020,40137,Joseph R. Biden, Jr.,Donald J. Trump,3154,16.55%,15560,81.65%
2020,40139,Joseph R. Biden, Jr.,Donald J. Trump,894,16.19%,4505,81.60%
2020,40141,Joseph R. Biden, Jr.,Donald J. Trump,597,22.05%,2076,76.66%
2020,40143,Joseph R. Biden, Jr.,Donald J. Trump,108996,40.87%,150574,56.46%
2020,40145,Joseph R. Biden, Jr.,Donald J. Trump,8464,23.95%,26165,74.04%
2020,40147,Joseph R. Biden, Jr.,Donald J. Trump,5790,24.64%,17076,72.66%
2020,40149,Joseph R. Biden, Jr.,Donald J. Trump,598,12.52%,4086,85.53%
2020,40151,Joseph R. Biden, Jr.,Donald J. Trump,591,16.07%,2993,81.38%
2020,40153,Joseph R. Biden, Jr.,Donald J. Trump,1005,12.91%,6611,84.92%
2020,41001,Joseph R. Biden, Jr.,Donald J. Trump,2346,23.62%,7352,74.02%
2020,41003,Joseph R. Biden, Jr.,Donald J. Trump,35827,67.86%,14878,28.18%
2020,41005,Joseph R. Biden, Jr.,Donald J. Trump,139043,53.96%,110509,42.89%
2020,41007,Joseph R. Biden, Jr.,Donald J. Trump,12916,54.02%,10218,42.74%
2020,41009,Joseph R. Biden, Jr.,Donald J. Trump,13835,42.94%,17150,53.23%
2020,41011,Joseph R. Biden, Jr.,Donald J. Trump,14243,38.42%,21829,58.88%
2020,41013,Joseph R. Biden, Jr.,Donald J. Trump,3801,24.61%,11287,73.06%
2020,41015,Joseph R. Biden, Jr.,Donald J. Trump,6058,40.59%,8484,56.84%
2020,41017,Joseph R. Biden, Jr.,Donald J. Trump,65962,52.67%,55646,44.43%
2020,41019,Joseph R. Biden, Jr.,Donald J. Trump,19160,29.78%,43298,67.29%
2020,41021,Joseph R. Biden, Jr.,Donald J. Trump,324,27.50%,834,70.80%
2020,41023,Joseph R. Biden, Jr.,Donald J. Trump,929,20.21%,3545,77.13%
2020,41025,Joseph R. Biden, Jr.,Donald J. Trump,894,19.95%,3475,77.55%
2020,41027,Joseph R. Biden, Jr.,Donald J. Trump,8764,66.95%,3955,30.21%
2020,41029,Joseph R. Biden, Jr.,Donald J. Trump,59478,46.77%,63869,50.23%
2020,41031,Joseph R. Biden, Jr.,Donald J. Trump,4393,36.88%,7189,60.35%
2020,41033,Joseph R. Biden, Jr.,Donald J. Trump,18451,35.73%,31751,61.48%
2020,41035,Joseph R. Biden, Jr.,Donald J. Trump,10388,28.29%,25308,68.91%
2020,41037,Joseph R. Biden, Jr.,Donald J. Trump,792,18.15%,3470,79.53%
2020,41039,Joseph R. Biden, Jr.,Donald J. Trump,134366,60.46%,80336,36.15%
2020,41041,Joseph R. Biden, Jr.,Donald J. Trump,17385,56.58%,12460,40.55%
2020,41043,Joseph R. Biden, Jr.,Donald J. Trump,26512,36.50%,43486,59.87%
2020,41045,Joseph R. Biden, Jr.,Donald J. Trump,3260,27.62%,8187,69.36%
2020,41047,Joseph R. Biden, Jr.,Donald J. Trump,80872,48.86%,79002,47.73%
2020,41049,Joseph R. Biden, Jr.,Donald J. Trump,1371,26.79%,3586,70.07%
2020,41051,Joseph R. Biden, Jr.,Donald J. Trump,367249,79.21%,82995,17.90%
2020,41053,Joseph R. Biden, Jr.,Donald J. Trump,22917,47.46%,23732,49.14%
2020,41055,Joseph R. Biden, Jr.,Donald J. Trump,260,21.52%,921,76.24%
2020,41057,Joseph R. Biden, Jr.,Donald J. Trump,8066,47.76%,8354,49.47%
2020,41059,Joseph R. Biden, Jr.,Donald J. Trump,10707,32.41%,21270,64.38%
2020,41061,Joseph R. Biden, Jr.,Donald J. Trump,4254,28.47%,10298,68.91%
2020,41063,Joseph R. Biden, Jr.,Donald J. Trump,1625,31.56%,3404,66.11%
2020,41065,Joseph R. Biden, Jr.,Donald J. Trump,6604,46.74%,7035,49.79%
2020,41067,Joseph R. Biden, Jr.,Donald J. Trump,209940,65.54%,99073,30.93%
2020,41069,Joseph R. Biden, Jr.,Donald J. Trump,217,22.49%,711,73.68%
2020,41071,Joseph R. Biden, Jr.,Donald J. Trump,27174,46.12%,29551,50.15%
2020,42001,Joseph R. Biden, Jr.,Donald J. Trump,18254,32.13%,37567,66.13%
2020,42003,Joseph R. Biden, Jr.,Donald J. Trump,430759,59.43%,282913,39.03%
2020,42005,Joseph R. Biden, Jr.,Donald J. Trump,8457,23.22%,27489,75.47%
2020,42007,Joseph R. Biden, Jr.,Donald J. Trump,38122,40.38%,54759,58.01%
2020,42009,Joseph R. Biden, Jr.,Donald J. Trump,4367,15.82%,23025,83.39%
2020,42011,Joseph R. Biden, Jr.,Donald J. Trump,93116,45.08%,109926,53.22%
2020,42013,Joseph R. Biden, Jr.,Donald J. Trump,17636,27.67%,45306,71.07%
2020,42015,Joseph R. Biden, Jr.,Donald J. Trump,8046,26.61%,21600,71.45%
2020,42017,Joseph R. Biden, Jr.,Donald J. Trump,204712,51.53%,187367,47.16%
2020,42019,Joseph R. Biden, Jr.,Donald J. Trump,37508,33.00%,74359,65.42%
2020,42021,Joseph R. Biden, Jr.,Donald J. Trump,21730,30.71%,48085,67.96%
2020,42023,Joseph R. Biden, Jr.,Donald J. Trump,634,25.98%,1771,72.58%
2020,42025,Joseph R. Biden, Jr.,Donald J. Trump,11212,33.28%,21984,65.26%
2020,42027,Joseph R. Biden, Jr.,Donald J. Trump,40055,51.42%,36372,46.70%
2020,42029,Joseph R. Biden, Jr.,Donald J. Trump,182372,57.76%,128565,40.72%
2020,42031,Joseph R. Biden, Jr.,Donald J. Trump,4678,23.96%,14578,74.67%
2020,42033,Joseph R. Biden, Jr.,Donald J. Trump,9673,24.49%,29203,73.94%
2020,42035,Joseph R. Biden, Jr.,Donald J. Trump,5502,31.15%,11902,67.39%
2020,42037,Joseph R. Biden, Jr.,Donald J. Trump,10532,33.67%,20098,64.25%
2020,42039,Joseph R. Biden, Jr.,Donald J. Trump,12924,30.69%,28561,67.82%
2020,42041,Joseph R. Biden, Jr.,Donald J. Trump,62245,43.78%,77212,54.30%
2020,42043,Joseph R. Biden, Jr.,Donald J. Trump,78983,53.40%,66408,44.90%
2020,42045,Joseph R. Biden, Jr.,Donald J. Trump,206709,62.75%,118639,36.02%
2020,42047,Joseph R. Biden, Jr.,Donald J. Trump,4522,26.68%,12140,71.64%
2020,42049,Joseph R. Biden, Jr.,Donald J. Trump,68286,49.66%,66869,48.63%
2020,42051,Joseph R. Biden, Jr.,Donald J. Trump,20469,32.87%,41251,66.24%
2020,42053,Joseph R. Biden, Jr.,Donald J. Trump,728,27.43%,1882,70.91%
2020,42055,Joseph R. Biden, Jr.,Donald J. Trump,22422,27.67%,57245,70.65%
2020,42057,Joseph R. Biden, Jr.,Donald J. Trump,1085,13.58%,6824,85.41%
2020,42059,Joseph R. Biden, Jr.,Donald J. Trump,4911,27.75%,12579,71.08%
2020,42061,Joseph R. Biden, Jr.,Donald J. Trump,5445,23.84%,17061,74.69%
2020,42063,Joseph R. Biden, Jr.,Donald J. Trump,12634,30.60%,28089,68.03%
2020,42065,Joseph R. Biden, Jr.,Donald J. Trump,4529,19.80%,17964,78.54%
2020,42067,Joseph R. Biden, Jr.,Donald J. Trump,2253,18.66%,9649,79.93%
2020,42069,Joseph R. Biden, Jr.,Donald J. Trump,61991,53.58%,52334,45.23%
2020,42071,Joseph R. Biden, Jr.,Donald J. Trump,115847,41.17%,160209,56.94%
2020,42073,Joseph R. Biden, Jr.,Donald J. Trump,15978,34.59%,29597,64.08%
2020,42075,Joseph R. Biden, Jr.,Donald J. Trump,23932,33.30%,46731,65.03%
2020,42077,Joseph R. Biden, Jr.,Donald J. Trump,98498,53.05%,84418,45.47%
2020,42079,Joseph R. Biden, Jr.,Donald J. Trump,64873,42.26%,86929,56.63%
2020,42081,Joseph R. Biden, Jr.,Donald J. Trump,16971,28.57%,41462,69.80%
2020,42083,Joseph R. Biden, Jr.,Donald J. Trump,5098,26.13%,14083,72.18%
2020,42085,Joseph R. Biden, Jr.,Donald J. Trump,21067,36.25%,36143,62.19%
2020,42087,Joseph R. Biden, Jr.,Donald J. Trump,4603,21.36%,16670,77.37%
2020,42089,Joseph R. Biden, Jr.,Donald J. Trump,44060,52.43%,38726,46.08%
2020,42091,Joseph R. Biden, Jr.,Donald J. Trump,319511,62.41%,185460,36.23%
2020,42093,Joseph R. Biden, Jr.,Donald J. Trump,3771,38.41%,5844,59.53%
2020,42095,Joseph R. Biden, Jr.,Donald J. Trump,85087,49.64%,83854,48.92%
2020,42097,Joseph R. Biden, Jr.,Donald J. Trump,12703,29.94%,28975,68.28%
2020,42099,Joseph R. Biden, Jr.,Donald J. Trump,5950,24.06%,18293,73.98%
2020,42101,Joseph R. Biden, Jr.,Donald J. Trump,604175,81.21%,132870,17.86%
2020,42103,Joseph R. Biden, Jr.,Donald J. Trump,13052,40.02%,19241,58.99%
2020,42105,Joseph R. Biden, Jr.,Donald J. Trump,1726,19.00%,7239,79.68%
2020,42107,Joseph R. Biden, Jr.,Donald J. Trump,20727,29.29%,48871,69.07%
2020,42109,Joseph R. Biden, Jr.,Donald J. Trump,4910,25.60%,13983,72.90%
2020,42111,Joseph R. Biden, Jr.,Donald J. Trump,8654,21.30%,31466,77.45%
2020,42113,Joseph R. Biden, Jr.,Donald J. Trump,921,25.60%,2619,72.79%
2020,42115,Joseph R. Biden, Jr.,Donald J. Trump,6236,28.59%,15207,69.72%
2020,42117,Joseph R. Biden, Jr.,Donald J. Trump,4955,23.45%,15742,74.51%
2020,42119,Joseph R. Biden, Jr.,Donald J. Trump,7475,37.02%,12356,61.19%
2020,42121,Joseph R. Biden, Jr.,Donald J. Trump,7585,28.51%,18569,69.81%
2020,42123,Joseph R. Biden, Jr.,Donald J. Trump,6066,29.37%,14237,68.92%
2020,42125,Joseph R. Biden, Jr.,Donald J. Trump,45088,37.97%,72080,60.70%
2020,42127,Joseph R. Biden, Jr.,Donald J. Trump,9191,32.65%,18637,66.21%
2020,42129,Joseph R. Biden, Jr.,Donald J. Trump,72192,35.16%,130299,63.46%
2020,42131,Joseph R. Biden, Jr.,Donald J. Trump,4704,31.57%,9936,66.68%
2020,42133,Joseph R. Biden, Jr.,Donald J. Trump,88114,36.85%,146733,61.36%
2020,44001,Joseph R. Biden, Jr.,Donald J. Trump,18050,63.52%,9745,34.30%
2020,44003,Joseph R. Biden, Jr.,Donald J. Trump,49113,52.76%,42001,45.12%
2020,44005,Joseph R. Biden, Jr.,Donald J. Trump,29486,63.89%,15722,34.07%
2020,44007,Joseph R. Biden, Jr.,Donald J. Trump,165012,60.52%,102551,37.61%
2020,44009,Joseph R. Biden, Jr.,Donald J. Trump,44549,58.57%,29818,39.20%
2020,45001,Joseph R. Biden, Jr.,Donald J. Trump,4101,32.98%,8215,66.07%
2020,45003,Joseph R. Biden, Jr.,Donald J. Trump,32275,37.89%,51589,60.56%
2020,45005,Joseph R. Biden, Jr.,Donald J. Trump,2718,75.65%,835,23.24%
2020,45007,Joseph R. Biden, Jr.,Donald J. Trump,27169,28.27%,67565,70.31%
2020,45009,Joseph R. Biden, Jr.,Donald J. Trump,4010,61.86%,2417,37.29%
2020,45011,Joseph R. Biden, Jr.,Donald J. Trump,4720,45.73%,5492,53.21%
2020,45013,Joseph R. Biden, Jr.,Donald J. Trump,43419,44.38%,53194,54.37%
2020,45015,Joseph R. Biden, Jr.,Donald J. Trump,45223,43.29%,57397,54.95%
2020,45017,Joseph R. Biden, Jr.,Donald J. Trump,3905,47.10%,4305,51.92%
2020,45019,Joseph R. Biden, Jr.,Donald J. Trump,121485,55.51%,93297,42.63%
2020,45021,Joseph R. Biden, Jr.,Donald J. Trump,6983,27.63%,18043,71.40%
2020,45023,Joseph R. Biden, Jr.,Donald J. Trump,6941,44.05%,8660,54.96%
2020,45025,Joseph R. Biden, Jr.,Donald J. Trump,7431,39.37%,11297,59.85%
2020,45027,Joseph R. Biden, Jr.,Donald J. Trump,8250,49.30%,8361,49.97%
2020,45029,Joseph R. Biden, Jr.,Donald J. Trump,8602,44.61%,10440,54.14%
2020,45031,Joseph R. Biden, Jr.,Donald J. Trump,15220,46.95%,16832,51.92%
2020,45033,Joseph R. Biden, Jr.,Donald J. Trump,6436,49.13%,6582,50.24%
2020,45035,Joseph R. Biden, Jr.,Donald J. Trump,33824,43.77%,41913,54.24%
2020,45037,Joseph R. Biden, Jr.,Donald J. Trump,4953,37.23%,8184,61.52%
2020,45039,Joseph R. Biden, Jr.,Donald J. Trump,7382,60.83%,4625,38.11%
2020,45041,Joseph R. Biden, Jr.,Donald J. Trump,31153,48.29%,32615,50.56%
2020,45043,Joseph R. Biden, Jr.,Donald J. Trump,15822,43.15%,20487,55.87%
2020,45045,Joseph R. Biden, Jr.,Donald J. Trump,103030,39.91%,150021,58.11%
2020,45047,Joseph R. Biden, Jr.,Donald J. Trump,12145,37.95%,19431,60.71%
2020,45049,Joseph R. Biden, Jr.,Donald J. Trump,5323,57.21%,3906,41.98%
2020,45051,Joseph R. Biden, Jr.,Donald J. Trump,59180,32.92%,118821,66.11%
2020,45053,Joseph R. Biden, Jr.,Donald J. Trump,7185,49.92%,7078,49.17%
2020,45055,Joseph R. Biden, Jr.,Donald J. Trump,12699,37.76%,20471,60.87%
2020,45057,Joseph R. Biden, Jr.,Donald J. Trump,18937,37.97%,30312,60.78%
2020,45059,Joseph R. Biden, Jr.,Donald J. Trump,10159,33.32%,20004,65.61%
2020,45061,Joseph R. Biden, Jr.,Donald J. Trump,5329,63.21%,3008,35.68%
2020,45063,Joseph R. Biden, Jr.,Donald J. Trump,49301,34.10%,92817,64.20%
2020,45065,Joseph R. Biden, Jr.,Donald J. Trump,2687,47.17%,2958,51.92%
2020,45067,Joseph R. Biden, Jr.,Donald J. Trump,8872,60.34%,5711,38.84%
2020,45069,Joseph R. Biden, Jr.,Donald J. Trump,6290,54.95%,5044,44.07%
2020,45071,Joseph R. Biden, Jr.,Donald J. Trump,6958,37.35%,11443,61.42%
2020,45073,Joseph R. Biden, Jr.,Donald J. Trump,10414,25.61%,29698,73.03%
2020,45075,Joseph R. Biden, Jr.,Donald J. Trump,27295,66.24%,13603,33.01%
2020,45077,Joseph R. Biden, Jr.,Donald J. Trump,13645,23.71%,42907,74.56%
2020,45079,Joseph R. Biden, Jr.,Donald J. Trump,132570,68.40%,58313,30.09%
2020,45081,Joseph R. Biden, Jr.,Donald J. Trump,2963,31.95%,6210,66.96%
2020,45083,Joseph R. Biden, Jr.,Donald J. Trump,52926,35.60%,93560,62.94%
2020,45085,Joseph R. Biden, Jr.,Donald J. Trump,27379,55.97%,21000,42.93%
2020,45087,Joseph R. Biden, Jr.,Donald J. Trump,4935,37.23%,8183,61.73%
2020,45089,Joseph R. Biden, Jr.,Donald J. Trump,10289,64.37%,5532,34.61%
2020,45091,Joseph R. Biden, Jr.,Donald J. Trump,59008,40.96%,82727,57.43%
2020,46003,Joseph R. Biden, Jr.,Donald J. Trump,317,22.56%,1052,74.88%
2020,46005,Joseph R. Biden, Jr.,Donald J. Trump,2107,29.76%,4808,67.90%
2020,46007,Joseph R. Biden, Jr.,Donald J. Trump,466,39.39%,694,58.66%
2020,46009,Joseph R. Biden, Jr.,Donald J. Trump,721,24.03%,2235,74.48%
2020,46011,Joseph R. Biden, Jr.,Donald J. Trump,6110,41.94%,8000,54.92%
2020,46013,Joseph R. Biden, Jr.,Donald J. Trump,6538,37.26%,10580,60.30%
2020,46015,Joseph R. Biden, Jr.,Donald J. Trump,673,27.03%,1750,70.28%
2020,46017,Joseph R. Biden, Jr.,Donald J. Trump,352,64.12%,183,33.33%
2020,46019,Joseph R. Biden, Jr.,Donald J. Trump,939,19.55%,3731,77.70%
2020,46021,Joseph R. Biden, Jr.,Donald J. Trump,117,13.40%,747,85.57%
2020,46023,Joseph R. Biden, Jr.,Donald J. Trump,1177,31.11%,2552,67.46%
2020,46025,Joseph R. Biden, Jr.,Donald J. Trump,437,23.62%,1373,74.22%
2020,46027,Joseph R. Biden, Jr.,Donald J. Trump,3083,54.11%,2456,43.10%
2020,46029,Joseph R. Biden, Jr.,Donald J. Trump,3837,29.15%,8958,68.06%
2020,46031,Joseph R. Biden, Jr.,Donald J. Trump,622,48.48%,647,50.43%
2020,46033,Joseph R. Biden, Jr.,Donald J. Trump,1522,27.70%,3852,70.11%
2020,46035,Joseph R. Biden, Jr.,Donald J. Trump,2648,31.32%,5613,66.39%
2020,46037,Joseph R. Biden, Jr.,Donald J. Trump,1052,35.49%,1869,63.06%
2020,46039,Joseph R. Biden, Jr.,Donald J. Trump,609,25.91%,1699,72.30%
2020,46041,Joseph R. Biden, Jr.,Donald J. Trump,1131,57.53%,790,40.18%
