"","year","county","dem","rep","dem_v","dem_s","rep_v","rep_s"
"2528",2016,48071,"Hillary Clinton","Donald J. Trump",2948,"17.51%",13339,"79.23%"
"2529",2016,48073,"Hillary Clinton","Donald J. Trump",3469,"20.66%",12919,"76.94%"
"2530",2016,48075,"Hillary Clinton","Donald J. Trump",253,"12.14%",1802,"86.47%"
"2531",2016,48077,"Hillary Clinton","Donald J. Trump",536,"10.68%",4377,"87.23%"
"2532",2016,48079,"Hillary Clinton","Donald J. Trump",190,"21.09%",679,"75.36%"
"2533",2016,48081,"Hillary Clinton","Donald J. Trump",140,"9.84%",1265,"88.90%"
"2534",2016,48083,"Hillary Clinton","Donald J. Trump",388,"10.65%",3177,"87.21%"
"2535",2016,48085,"Hillary Clinton","Donald J. Trump",140624,"38.59%",201014,"55.16%"
"2536",2016,48087,"Hillary Clinton","Donald J. Trump",145,"12.54%",983,"85.03%"
"2537",2016,48089,"Hillary Clinton","Donald J. Trump",1987,"23.34%",6325,"74.30%"
"2538",2016,48091,"Hillary Clinton","Donald J. Trump",14238,"22.90%",45136,"72.59%"
"2539",2016,48093,"Hillary Clinton","Donald J. Trump",789,"15.07%",4333,"82.74%"
"2540",2016,48095,"Hillary Clinton","Donald J. Trump",148,"13.86%",885,"82.87%"
"2541",2016,48097,"Hillary Clinton","Donald J. Trump",2352,"14.74%",13181,"82.61%"
"2542",2016,48099,"Hillary Clinton","Donald J. Trump",5064,"27.74%",12225,"66.98%"
"2543",2016,48101,"Hillary Clinton","Donald J. Trump",92,"15.03%",506,"82.68%"
"2544",2016,48103,"Hillary Clinton","Donald J. Trump",299,"21.60%",1049,"75.79%"
"2545",2016,48105,"Hillary Clinton","Donald J. Trump",372,"26.67%",980,"70.25%"
"2546",2016,48107,"Hillary Clinton","Donald J. Trump",468,"27.08%",1181,"68.34%"
"2547",2016,48109,"Hillary Clinton","Donald J. Trump",454,"59.19%",280,"36.51%"
"2548",2016,48111,"Hillary Clinton","Donald J. Trump",222,"14.38%",1261,"81.67%"
"2549",2016,48113,"Hillary Clinton","Donald J. Trump",461080,"60.22%",262945,"34.34%"
"2550",2016,48115,"Hillary Clinton","Donald J. Trump",835,"23.44%",2636,"73.98%"
"2551",2016,48117,"Hillary Clinton","Donald J. Trump",1185,"28.11%",2911,"69.05%"
"2552",2016,48119,"Hillary Clinton","Donald J. Trump",400,"17.54%",1836,"80.49%"
"2553",2016,48121,"Hillary Clinton","Donald J. Trump",110890,"37.13%",170603,"57.13%"
"2554",2016,48123,"Hillary Clinton","Donald J. Trump",1163,"16.99%",5519,"80.64%"
"2555",2016,48125,"Hillary Clinton","Donald J. Trump",128,"14.08%",755,"83.06%"
"2556",2016,48127,"Hillary Clinton","Donald J. Trump",2173,"67.38%",974,"30.20%"
"2557",2016,48129,"Hillary Clinton","Donald J. Trump",191,"13.04%",1225,"83.62%"
"2558",2016,48131,"Hillary Clinton","Donald J. Trump",2783,"66.77%",1316,"31.57%"
"2559",2016,48133,"Hillary Clinton","Donald J. Trump",776,"11.14%",6011,"86.33%"
"2560",2016,48135,"Hillary Clinton","Donald J. Trump",10249,"28.06%",25020,"68.49%"
"2561",2016,48137,"Hillary Clinton","Donald J. Trump",303,"28.24%",746,"69.52%"
"2562",2016,48139,"Hillary Clinton","Donald J. Trump",16253,"25.35%",44941,"70.10%"
"2563",2016,48141,"Hillary Clinton","Donald J. Trump",147843,"68.47%",55512,"25.71%"
"2564",2016,48143,"Hillary Clinton","Donald J. Trump",2160,"15.55%",11210,"80.69%"
"2565",2016,48145,"Hillary Clinton","Donald J. Trump",1684,"32.09%",3441,"65.57%"
"2566",2016,48147,"Hillary Clinton","Donald J. Trump",2132,"17.70%",9548,"79.28%"
"2567",2016,48149,"Hillary Clinton","Donald J. Trump",2144,"19.19%",8743,"78.24%"
"2568",2016,48151,"Hillary Clinton","Donald J. Trump",403,"23.31%",1265,"73.16%"
"2569",2016,48153,"Hillary Clinton","Donald J. Trump",435,"22.21%",1474,"75.24%"
"2570",2016,48155,"Hillary Clinton","Donald J. Trump",113,"22.03%",383,"74.66%"
"2571",2016,48157,"Hillary Clinton","Donald J. Trump",134686,"51.39%",117291,"44.76%"
"2572",2016,48159,"Hillary Clinton","Donald J. Trump",665,"15.18%",3585,"81.85%"
"2573",2016,48161,"Hillary Clinton","Donald J. Trump",1471,"19.14%",6026,"78.42%"
"2574",2016,48163,"Hillary Clinton","Donald J. Trump",2444,"55.55%",1856,"42.18%"
"2575",2016,48165,"Hillary Clinton","Donald J. Trump",597,"12.92%",3907,"84.57%"
"2576",2016,48167,"Hillary Clinton","Donald J. Trump",43658,"35.52%",73757,"60.01%"
"2577",2016,48169,"Hillary Clinton","Donald J. Trump",230,"15.50%",1225,"82.55%"
"2578",2016,48171,"Hillary Clinton","Donald J. Trump",2288,"17.31%",10446,"79.05%"
"2579",2016,48173,"Hillary Clinton","Donald J. Trump",34,"5.63%",553,"91.56%"
"2580",2016,48175,"Hillary Clinton","Donald J. Trump",973,"26.24%",2620,"70.66%"
"2581",2016,48177,"Hillary Clinton","Donald J. Trump",1571,"24.74%",4587,"72.25%"
"2582",2016,48179,"Hillary Clinton","Donald J. Trump",701,"9.47%",6500,"87.78%"
"2583",2016,48181,"Hillary Clinton","Donald J. Trump",10301,"21.72%",35325,"74.50%"
"2584",2016,48183,"Hillary Clinton","Donald J. Trump",11677,"27.97%",28764,"68.90%"
"2585",2016,48185,"Hillary Clinton","Donald J. Trump",2194,"23.01%",7065,"74.11%"
"2586",2016,48187,"Hillary Clinton","Donald J. Trump",18391,"31.64%",36632,"63.02%"
"2587",2016,48189,"Hillary Clinton","Donald J. Trump",2101,"23.72%",6366,"71.87%"
"2588",2016,48191,"Hillary Clinton","Donald J. Trump",164,"15.03%",893,"81.85%"
"2589",2016,48193,"Hillary Clinton","Donald J. Trump",479,"13.23%",3060,"84.53%"
"2590",2016,48195,"Hillary Clinton","Donald J. Trump",171,"8.78%",1730,"88.85%"
"2591",2016,48197,"Hillary Clinton","Donald J. Trump",249,"16.46%",1207,"79.78%"
"2592",2016,48199,"Hillary Clinton","Donald J. Trump",2780,"12.20%",19606,"86.07%"
"2593",2016,48201,"Hillary Clinton","Donald J. Trump",707914,"53.95%",545955,"41.61%"
"2594",2016,48203,"Hillary Clinton","Donald J. Trump",7151,"26.94%",18749,"70.62%"
"2595",2016,48205,"Hillary Clinton","Donald J. Trump",173,"8.86%",1730,"88.63%"
"2596",2016,48207,"Hillary Clinton","Donald J. Trump",314,"17.74%",1403,"79.27%"
"2597",2016,48209,"Hillary Clinton","Donald J. Trump",33224,"46.04%",33826,"46.87%"
"2598",2016,48211,"Hillary Clinton","Donald J. Trump",181,"10.62%",1462,"85.80%"
"2599",2016,48213,"Hillary Clinton","Donald J. Trump",5669,"18.87%",23650,"78.72%"
"2600",2016,48215,"Hillary Clinton","Donald J. Trump",118809,"68.12%",48642,"27.89%"
"2601",2016,48217,"Hillary Clinton","Donald J. Trump",2547,"19.64%",10108,"77.93%"
"2602",2016,48219,"Hillary Clinton","Donald J. Trump",1260,"17.23%",5809,"79.46%"
"2603",2016,48221,"Hillary Clinton","Donald J. Trump",4008,"15.26%",21382,"81.42%"
"2604",2016,48223,"Hillary Clinton","Donald J. Trump",2510,"18.54%",10707,"79.09%"
"2605",2016,48225,"Hillary Clinton","Donald J. Trump",1978,"23.68%",6205,"74.28%"
"2606",2016,48227,"Hillary Clinton","Donald J. Trump",1770,"20.29%",6637,"76.09%"
"2607",2016,48229,"Hillary Clinton","Donald J. Trump",324,"37.20%",503,"57.75%"
"2608",2016,48231,"Hillary Clinton","Donald J. Trump",6396,"20.27%",23910,"75.77%"
"2609",2016,48233,"Hillary Clinton","Donald J. Trump",854,"10.47%",7042,"86.35%"
"2610",2016,48235,"Hillary Clinton","Donald J. Trump",90,"11.75%",660,"86.16%"
"2611",2016,48237,"Hillary Clinton","Donald J. Trump",314,"9.37%",2973,"88.75%"
"2612",2016,48239,"Hillary Clinton","Donald J. Trump",904,"17.05%",4266,"80.46%"
"2613",2016,48241,"Hillary Clinton","Donald J. Trump",2590,"19.30%",10609,"79.06%"
"2614",2016,48243,"Hillary Clinton","Donald J. Trump",422,"35.43%",695,"58.35%"
"2615",2016,48245,"Hillary Clinton","Donald J. Trump",42443,"48.44%",42862,"48.92%"
"2616",2016,48247,"Hillary Clinton","Donald J. Trump",1635,"77.16%",430,"20.29%"
"2617",2016,48249,"Hillary Clinton","Donald J. Trump",6694,"54.08%",5420,"43.78%"
"2618",2016,48251,"Hillary Clinton","Donald J. Trump",10988,"19.07%",44382,"77.04%"
"2619",2016,48253,"Hillary Clinton","Donald J. Trump",936,"15.70%",4819,"80.86%"
"2620",2016,48255,"Hillary Clinton","Donald J. Trump",1145,"27.27%",2965,"70.63%"
"2621",2016,48257,"Hillary Clinton","Donald J. Trump",10278,"24.91%",29587,"71.70%"
"2622",2016,48259,"Hillary Clinton","Donald J. Trump",3643,"17.96%",15700,"77.40%"
"2623",2016,48261,"Hillary Clinton","Donald J. Trump",99,"53.23%",84,"45.16%"
"2624",2016,48263,"Hillary Clinton","Donald J. Trump",59,"13.59%",360,"82.95%"
"2625",2016,48265,"Hillary Clinton","Donald J. Trump",4681,"20.09%",17727,"76.09%"
"2626",2016,48267,"Hillary Clinton","Donald J. Trump",206,"10.55%",1697,"86.94%"
"2627",2016,48269,"Hillary Clinton","Donald J. Trump",5,"3.14%",149,"93.71%"
"2628",2016,48271,"Hillary Clinton","Donald J. Trump",458,"32.03%",936,"65.45%"
"2629",2016,48273,"Hillary Clinton","Donald J. Trump",4716,"49.19%",4367,"45.55%"
"2630",2016,48275,"Hillary Clinton","Donald J. Trump",247,"18.07%",1078,"78.86%"
"2631",2016,48277,"Hillary Clinton","Donald J. Trump",3583,"19.15%",14561,"77.81%"
"2632",2016,48279,"Hillary Clinton","Donald J. Trump",771,"19.30%",3111,"77.87%"
"2633",2016,48281,"Hillary Clinton","Donald J. Trump",1483,"18.07%",6385,"77.82%"
"2634",2016,48283,"Hillary Clinton","Donald J. Trump",1129,"54.83%",872,"42.35%"
"2635",2016,48285,"Hillary Clinton","Donald J. Trump",1170,"13.50%",7347,"84.79%"
"2636",2016,48287,"Hillary Clinton","Donald J. Trump",1372,"20.92%",4997,"76.20%"
"2637",2016,48289,"Hillary Clinton","Donald J. Trump",909,"12.22%",6391,"85.91%"
"2638",2016,48291,"Hillary Clinton","Donald J. Trump",4862,"20.04%",18892,"77.85%"
"2639",2016,48293,"Hillary Clinton","Donald J. Trump",1778,"22.97%",5796,"74.89%"
"2640",2016,48295,"Hillary Clinton","Donald J. Trump",135,"10.14%",1159,"87.01%"
"2641",2016,48297,"Hillary Clinton","Donald J. Trump",742,"17.25%",3464,"80.52%"
"2642",2016,48299,"Hillary Clinton","Donald J. Trump",1825,"17.47%",8299,"79.44%"
"2643",2016,48301,"Hillary Clinton","Donald J. Trump",4,"6.15%",58,"89.23%"
"2644",2016,48303,"Hillary Clinton","Donald J. Trump",28023,"28.30%",65651,"66.31%"
"2645",2016,48305,"Hillary Clinton","Donald J. Trump",403,"20.06%",1546,"76.95%"
"2646",2016,48307,"Hillary Clinton","Donald J. Trump",482,"15.53%",2552,"82.24%"
"2647",2016,48309,"Hillary Clinton","Donald J. Trump",27063,"34.22%",48260,"61.03%"
"2648",2016,48311,"Hillary Clinton","Donald J. Trump",40,"8.02%",454,"90.98%"
"2649",2016,48313,"Hillary Clinton","Donald J. Trump",881,"20.54%",3351,"78.13%"
"2650",2016,48315,"Hillary Clinton","Donald J. Trump",1165,"27.49%",2983,"70.39%"
"2651",2016,48317,"Hillary Clinton","Donald J. Trump",266,"15.10%",1455,"82.58%"
"2652",2016,48319,"Hillary Clinton","Donald J. Trump",354,"17.21%",1656,"80.51%"
"2653",2016,48321,"Hillary Clinton","Donald J. Trump",3500,"28.70%",8366,"68.60%"
"2654",2016,48323,"Hillary Clinton","Donald J. Trump",10397,"76.52%",2816,"20.72%"
"2655",2016,48325,"Hillary Clinton","Donald J. Trump",4634,"26.87%",12085,"70.07%"
"2656",2016,48327,"Hillary Clinton","Donald J. Trump",154,"17.82%",682,"78.94%"
"2657",2016,48329,"Hillary Clinton","Donald J. Trump",10025,"20.37%",36973,"75.13%"
"2658",2016,48331,"Hillary Clinton","Donald J. Trump",2051,"23.67%",6364,"73.45%"
"2659",2016,48333,"Hillary Clinton","Donald J. Trump",243,"10.82%",1951,"86.90%"
"2660",2016,48335,"Hillary Clinton","Donald J. Trump",354,"16.12%",1780,"81.06%"
"2661",2016,48337,"Hillary Clinton","Donald J. Trump",885,"10.29%",7526,"87.47%"
"2662",2016,48339,"Hillary Clinton","Donald J. Trump",45835,"22.26%",150314,"73.00%"
"2663",2016,48341,"Hillary Clinton","Donald J. Trump",1098,"20.78%",3977,"75.26%"
"2664",2016,48343,"Hillary Clinton","Donald J. Trump",1425,"28.65%",3446,"69.29%"
"2665",2016,48345,"Hillary Clinton","Donald J. Trump",40,"6.50%",566,"92.03%"
"2666",2016,48347,"Hillary Clinton","Donald J. Trump",6846,"30.26%",14771,"65.29%"
"2667",2016,48349,"Hillary Clinton","Donald J. Trump",4002,"24.35%",11994,"72.99%"
"2668",2016,48351,"Hillary Clinton","Donald J. Trump",1156,"20.89%",4288,"77.48%"
"2669",2016,48353,"Hillary Clinton","Donald J. Trump",1029,"21.19%",3552,"73.13%"
"2670",2016,48355,"Hillary Clinton","Donald J. Trump",49198,"47.12%",50766,"48.62%"
"2671",2016,48357,"Hillary Clinton","Donald J. Trump",274,"9.13%",2628,"87.54%"
"2672",2016,48359,"Hillary Clinton","Donald J. Trump",78,"8.18%",850,"89.19%"
"2673",2016,48361,"Hillary Clinton","Donald J. Trump",5735,"17.92%",25513,"79.73%"
"2674",2016,48363,"Hillary Clinton","Donald J. Trump",1708,"16.63%",8284,"80.66%"
"2675",2016,48365,"Hillary Clinton","Donald J. Trump",1835,"17.62%",8445,"81.08%"
"2676",2016,48367,"Hillary Clinton","Donald J. Trump",8344,"14.69%",46473,"81.79%"
"2677",2016,48369,"Hillary Clinton","Donald J. Trump",485,"19.67%",1915,"77.66%"
"2678",2016,48371,"Hillary Clinton","Donald J. Trump",1554,"37.13%",2468,"58.97%"
"2679",2016,48373,"Hillary Clinton","Donald J. Trump",4187,"21.09%",15176,"76.45%"
"2680",2016,48375,"Hillary Clinton","Donald J. Trump",7657,"26.56%",19630,"68.09%"
"2681",2016,48377,"Hillary Clinton","Donald J. Trump",1458,"66.03%",652,"29.53%"
"2682",2016,48379,"Hillary Clinton","Donald J. Trump",628,"13.36%",3968,"84.41%"
"2683",2016,48381,"Hillary Clinton","Donald J. Trump",8367,"15.41%",43462,"80.03%"
"2684",2016,48383,"Hillary Clinton","Donald J. Trump",167,"18.47%",709,"78.43%"
"2685",2016,48385,"Hillary Clinton","Donald J. Trump",262,"15.59%",1382,"82.21%"
"2686",2016,48387,"Hillary Clinton","Donald J. Trump",1149,"22.26%",3926,"76.07%"
"2687",2016,48389,"Hillary Clinton","Donald J. Trump",1659,"52.10%",1417,"44.50%"
"2688",2016,48391,"Hillary Clinton","Donald J. Trump",1034,"35.07%",1830,"62.08%"
"2689",2016,48393,"Hillary Clinton","Donald J. Trump",20,"3.61%",524,"94.58%"
"2690",2016,48395,"Hillary Clinton","Donald J. Trump",2203,"31.31%",4668,"66.35%"
"2691",2016,48397,"Hillary Clinton","Donald J. Trump",9655,"24.03%",28451,"70.81%"
"2692",2016,48399,"Hillary Clinton","Donald J. Trump",453,"11.98%",3250,"85.93%"
"2693",2016,48401,"Hillary Clinton","Donald J. Trump",3935,"20.57%",14675,"76.70%"
"2694",2016,48403,"Hillary Clinton","Donald J. Trump",614,"13.20%",3998,"85.96%"
"2695",2016,48405,"Hillary Clinton","Donald J. Trump",910,"25.50%",2622,"73.47%"
"2696",2016,48407,"Hillary Clinton","Donald J. Trump",2038,"19.70%",8059,"77.92%"
"2697",2016,48409,"Hillary Clinton","Donald J. Trump",7871,"36.35%",13030,"60.17%"
"2698",2016,48411,"Hillary Clinton","Donald J. Trump",293,"12.43%",2025,"85.91%"
"2699",2016,48413,"Hillary Clinton","Donald J. Trump",208,"19.64%",821,"77.53%"
"2700",2016,48415,"Hillary Clinton","Donald J. Trump",733,"13.80%",4410,"83.02%"
"2701",2016,48417,"Hillary Clinton","Donald J. Trump",103,"6.85%",1378,"91.62%"
"2702",2016,48419,"Hillary Clinton","Donald J. Trump",1758,"19.35%",7179,"79.01%"
"2703",2016,48421,"Hillary Clinton","Donald J. Trump",96,"10.27%",807,"86.31%"
"2704",2016,48423,"Hillary Clinton","Donald J. Trump",22300,"26.31%",58930,"69.52%"
"2705",2016,48425,"Hillary Clinton","Donald J. Trump",541,"13.88%",3206,"82.27%"
"2706",2016,48427,"Hillary Clinton","Donald J. Trump",9289,"79.12%",2224,"18.94%"
"2707",2016,48429,"Hillary Clinton","Donald J. Trump",348,"10.03%",3034,"87.44%"
"2708",2016,48431,"Hillary Clinton","Donald J. Trump",70,"11.06%",549,"86.73%"
"2709",2016,48433,"Hillary Clinton","Donald J. Trump",135,"19.26%",555,"79.17%"
"2710",2016,48435,"Hillary Clinton","Donald J. Trump",313,"22.10%",1075,"75.92%"
"2711",2016,48437,"Hillary Clinton","Donald J. Trump",462,"20.96%",1671,"75.82%"
"2712",2016,48439,"Hillary Clinton","Donald J. Trump",288392,"43.14%",345921,"51.74%"
"2713",2016,48441,"Hillary Clinton","Donald J. Trump",10085,"22.04%",33250,"72.66%"
"2714",2016,48443,"Hillary Clinton","Donald J. Trump",140,"31.96%",288,"65.75%"
"2715",2016,48445,"Hillary Clinton","Donald J. Trump",753,"22.44%",2459,"73.29%"
"2716",2016,48447,"Hillary Clinton","Donald J. Trump",84,"10.40%",715,"88.49%"
"2717",2016,48449,"Hillary Clinton","Donald J. Trump",2597,"27.57%",6511,"69.13%"
"2718",2016,48451,"Hillary Clinton","Donald J. Trump",9173,"23.84%",27494,"71.45%"
"2719",2016,48453,"Hillary Clinton","Donald J. Trump",308260,"65.77%",127209,"27.14%"
"2720",2016,48455,"Hillary Clinton","Donald J. Trump",1154,"19.28%",4737,"79.15%"
"2721",2016,48457,"Hillary Clinton","Donald J. Trump",1248,"15.57%",6624,"82.63%"
"2722",2016,48459,"Hillary Clinton","Donald J. Trump",2380,"14.86%",13209,"82.49%"
"2723",2016,48461,"Hillary Clinton","Donald J. Trump",286,"21.23%",1007,"74.76%"
"2724",2016,48463,"Hillary Clinton","Donald J. Trump",3867,"43.14%",4835,"53.94%"
"2725",2016,48465,"Hillary Clinton","Donald J. Trump",6964,"51.14%",5890,"43.25%"
"2726",2016,48467,"Hillary Clinton","Donald J. Trump",2799,"12.79%",18473,"84.39%"
"2727",2016,48469,"Hillary Clinton","Donald J. Trump",8866,"28.30%",21275,"67.92%"
"2728",2016,48471,"Hillary Clinton","Donald J. Trump",6091,"30.77%",12884,"65.08%"
"2729",2016,48473,"Hillary Clinton","Donald J. Trump",5748,"34.25%",10531,"62.74%"
"2730",2016,48475,"Hillary Clinton","Donald J. Trump",783,"22.73%",2547,"73.93%"
"2731",2016,48477,"Hillary Clinton","Donald J. Trump",3382,"22.80%",10945,"73.79%"
"2732",2016,48479,"Hillary Clinton","Donald J. Trump",42307,"73.47%",12947,"22.48%"
"2733",2016,48481,"Hillary Clinton","Donald J. Trump",4238,"28.77%",10149,"68.89%"
"2734",2016,48483,"Hillary Clinton","Donald J. Trump",194,"8.41%",2087,"90.50%"
"2735",2016,48485,"Hillary Clinton","Donald J. Trump",8770,"23.01%",27631,"72.49%"
"2736",2016,48487,"Hillary Clinton","Donald J. Trump",809,"19.71%",3166,"77.13%"
"2737",2016,48489,"Hillary Clinton","Donald J. Trump",3422,"67.16%",1547,"30.36%"
"2738",2016,48491,"Hillary Clinton","Donald J. Trump",84468,"41.27%",104175,"50.90%"
"2739",2016,48493,"Hillary Clinton","Donald J. Trump",4790,"24.70%",13998,"72.17%"
"2740",2016,48495,"Hillary Clinton","Donald J. Trump",420,"22.39%",1403,"74.79%"
"2741",2016,48497,"Hillary Clinton","Donald J. Trump",3412,"13.77%",20670,"83.43%"
"2742",2016,48499,"Hillary Clinton","Donald J. Trump",2630,"14.04%",15700,"83.84%"
"2743",2016,48501,"Hillary Clinton","Donald J. Trump",426,"18.50%",1797,"78.03%"
"2744",2016,48503,"Hillary Clinton","Donald J. Trump",876,"11.37%",6601,"85.65%"
"2745",2016,48505,"Hillary Clinton","Donald J. Trump",2063,"65.66%",1029,"32.75%"
"2746",2016,48507,"Hillary Clinton","Donald J. Trump",2636,"77.62%",694,"20.44%"
"2747",2016,49001,"Evan McMullin","Donald J. Trump",323,"12.89%",1838,"73.37%"
"2748",2016,49003,"Evan McMullin","Donald J. Trump",4257,"21.42%",12230,"61.53%"
"2749",2016,49005,"Evan McMullin","Donald J. Trump",13695,"29.31%",21139,"45.25%"
"2750",2016,49007,"Hillary Clinton","Donald J. Trump",1717,"21.47%",5275,"65.95%"
"2751",2016,49009,"Hillary Clinton","Donald J. Trump",77,"16.14%",331,"69.39%"
"2752",2016,49011,"Evan McMullin","Donald J. Trump",39735,"28.32%",62219,"44.35%"
"2753",2016,49013,"Evan McMullin","Donald J. Trump",730,"10.45%",5508,"78.82%"
"2754",2016,49015,"Hillary Clinton","Donald J. Trump",380,"8.81%",3425,"79.37%"
"2755",2016,49017,"Hillary Clinton","Donald J. Trump",358,"15.15%",1606,"67.96%"
"2756",2016,49019,"Hillary Clinton","Donald J. Trump",1960,"42.60%",1975,"42.93%"
"2757",2016,49021,"Evan McMullin","Donald J. Trump",2752,"15.43%",11561,"64.84%"
"2758",2016,49023,"Evan McMullin","Donald J. Trump",762,"18.05%",2827,"66.97%"
"2759",2016,49025,"Hillary Clinton","Donald J. Trump",741,"20.94%",2265,"64.02%"
"2760",2016,49027,"Evan McMullin","Donald J. Trump",719,"13.65%",3860,"73.26%"
"2761",2016,49029,"Evan McMullin","Donald J. Trump",1198,"22.94%",3188,"61.05%"
"2762",2016,49031,"Hillary Clinton","Donald J. Trump",47,"6.44%",626,"85.75%"
"2763",2016,49033,"Evan McMullin","Donald J. Trump",174,"15.56%",797,"71.29%"
"2764",2016,49035,"Hillary Clinton","Donald J. Trump",175863,"41.50%",138043,"32.58%"
"2765",2016,49037,"Hillary Clinton","Donald J. Trump",2042,"36.90%",2645,"47.80%"
"2766",2016,49039,"Evan McMullin","Donald J. Trump",2038,"19.89%",6673,"65.12%"
"2767",2016,49041,"Evan McMullin","Donald J. Trump",916,"10.53%",6740,"77.52%"
"2768",2016,49043,"Hillary Clinton","Donald J. Trump",10503,"50.29%",7333,"35.11%"
"2769",2016,49045,"Evan McMullin","Donald J. Trump",4769,"21.69%",11169,"50.79%"
"2770",2016,49047,"Evan McMullin","Donald J. Trump",1496,"11.63%",9810,"76.26%"
"2771",2016,49049,"Evan McMullin","Donald J. Trump",60532,"29.72%",102182,"50.18%"
"2772",2016,49051,"Hillary Clinton","Donald J. Trump",3063,"24.97%",6115,"49.85%"
"2773",2016,49053,"Hillary Clinton","Donald J. Trump",10288,"16.49%",42650,"68.38%"
"2774",2016,49055,"Hillary Clinton","Donald J. Trump",271,"19.00%",966,"67.74%"
"2775",2016,49057,"Hillary Clinton","Donald J. Trump",23131,"26.89%",40235,"46.78%"
"2776",2016,50001,"Hillary Clinton","Donald J. Trump",11219,"58.95%",5297,"27.83%"
"2777",2016,50003,"Hillary Clinton","Donald J. Trump",9539,"54.88%",5925,"34.09%"
"2778",2016,50005,"Hillary Clinton","Donald J. Trump",6445,"45.79%",5534,"39.32%"
"2779",2016,50007,"Hillary Clinton","Donald J. Trump",54814,"65.71%",18601,"22.30%"
"2780",2016,50009,"Hillary Clinton","Donald J. Trump",1019,"34.84%",1506,"51.49%"
"2781",2016,50011,"Hillary Clinton","Donald J. Trump",9351,"43.67%",8752,"40.88%"
"2782",2016,50013,"Hillary Clinton","Donald J. Trump",2094,"50.96%",1487,"36.19%"
"2783",2016,50015,"Hillary Clinton","Donald J. Trump",7241,"56.74%",3570,"27.97%"
"2784",2016,50017,"Hillary Clinton","Donald J. Trump",7541,"51.48%",5007,"34.18%"
"2785",2016,50019,"Hillary Clinton","Donald J. Trump",5185,"43.04%",5159,"42.83%"
"2786",2016,50021,"Hillary Clinton","Donald J. Trump",13635,"46.04%",12479,"42.14%"
"2787",2016,50023,"Hillary Clinton","Donald J. Trump",18594,"59.81%",7993,"25.71%"
"2788",2016,50025,"Hillary Clinton","Donald J. Trump",14340,"63.36%",5454,"24.10%"
"2789",2016,50027,"Hillary Clinton","Donald J. Trump",17556,"58.66%",8605,"28.75%"
"2790",2016,51001,"Hillary Clinton","Donald J. Trump",6740,"42.61%",8583,"54.26%"
"2791",2016,51003,"Hillary Clinton","Donald J. Trump",33345,"58.78%",19259,"33.95%"
"2792",2016,51005,"Hillary Clinton","Donald J. Trump",2166,"29.57%",4874,"66.54%"
"2793",2016,51007,"Hillary Clinton","Donald J. Trump",2128,"30.23%",4708,"66.88%"
"2794",2016,51009,"Hillary Clinton","Donald J. Trump",5057,"32.85%",9719,"63.13%"
"2795",2016,51011,"Hillary Clinton","Donald J. Trump",2023,"25.30%",5715,"71.46%"
"2796",2016,51013,"Hillary Clinton","Donald J. Trump",92016,"75.83%",20186,"16.64%"
"2797",2016,51015,"Hillary Clinton","Donald J. Trump",8177,"22.50%",26163,"71.99%"
"2798",2016,51017,"Hillary Clinton","Donald J. Trump",603,"26.76%",1548,"68.71%"
"2799",2016,51019,"Hillary Clinton","Donald J. Trump",9768,"22.97%",30659,"72.10%"
"2800",2016,51021,"Hillary Clinton","Donald J. Trump",453,"14.43%",2573,"81.97%"
"2801",2016,51023,"Hillary Clinton","Donald J. Trump",4494,"23.98%",13375,"71.38%"
"2802",2016,51025,"Hillary Clinton","Donald J. Trump",4481,"58.43%",3046,"39.72%"
"2803",2016,51027,"Hillary Clinton","Donald J. Trump",1721,"18.61%",7296,"78.90%"
"2804",2016,51029,"Hillary Clinton","Donald J. Trump",3128,"42.91%",3950,"54.19%"
"2805",2016,51031,"Hillary Clinton","Donald J. Trump",6664,"24.20%",19551,"71.00%"
"2806",2016,51033,"Hillary Clinton","Donald J. Trump",6432,"45.14%",7147,"50.16%"
"2807",2016,51035,"Hillary Clinton","Donald J. Trump",2559,"18.74%",10663,"78.09%"
"2808",2016,51036,"Hillary Clinton","Donald J. Trump",2496,"60.77%",1476,"35.94%"
"2809",2016,51037,"Hillary Clinton","Donald J. Trump",2155,"37.11%",3479,"59.91%"
"2810",2016,51041,"Hillary Clinton","Donald J. Trump",81074,"45.97%",85045,"48.22%"
"2811",2016,51043,"Hillary Clinton","Donald J. Trump",3051,"37.15%",4661,"56.75%"
"2812",2016,51045,"Hillary Clinton","Donald J. Trump",541,"19.38%",2140,"76.68%"
"2813",2016,51047,"Hillary Clinton","Donald J. Trump",7759,"34.92%",13349,"60.08%"
"2814",2016,51049,"Hillary Clinton","Donald J. Trump",2036,"41.50%",2697,"54.97%"
"2815",2016,51051,"Hillary Clinton","Donald J. Trump",1335,"20.73%",4932,"76.58%"
"2816",2016,51053,"Hillary Clinton","Donald J. Trump",5765,"42.47%",7447,"54.86%"
"2817",2016,51057,"Hillary Clinton","Donald J. Trump",2542,"47.32%",2657,"49.46%"
"2818",2016,51059,"Hillary Clinton","Donald J. Trump",355133,"64.43%",157710,"28.61%"
"2819",2016,51061,"Hillary Clinton","Donald J. Trump",12971,"34.63%",22127,"59.07%"
"2820",2016,51063,"Hillary Clinton","Donald J. Trump",2300,"28.57%",5293,"65.75%"
"2821",2016,51065,"Hillary Clinton","Donald J. Trump",5760,"42.38%",7025,"51.68%"
